pmid,has_online_dataset,pmid_found_in_dbs,ochsner_found_any_data,ochsner_found_geo_data,ochsner_found_arrayexpress_data,ochsner_found_smd_data,ochsner_data_ids,pubmed_is_humans,pubmed_is_animals,pubmed_is_mice,pubmed_is_fungi,pubmed_is_bacteria,pubmed_is_plants,pubmed_is_viruses,pubmed_is_cultured_cells,pubmed_is_cancer,pubmed_date_published,approx_date_published,pubmed_authors,pubmed_journal,pubmed_number_times_cited_in_pmc,impact_factor,discipline_journal,accession,in_centralized_db,data_available,pmids_from_links,pmids_from_links_in_ochsner_set,centralized_link_to_ochsner_pmid,if_no_link_then_what,dataset_in_ochsner,pmid_from_ochsner,pmid_from_links_or_ochsner,release_date,submission_date,submitter,contributors,species,number_samples,array_design,in_arrayexpress,in_geo,ochsner_journal,ochsner_other,journal_policy_requires
17210681,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Jan 1,1/1/07,"Whiteford CC, Bilke S, Greer BT, Chen Q, Braunschweig TA, Cenacchi N, Wei JS, Smith MA, Houghton P, Morton C, Reynolds CP, Lock R, Gorlick R, Khanna C, Thiele CJ, Takikita M, Catchpoole D, Hewitt SM, Khan J",Cancer Res,0,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17210682,0,,0,0,0,0,,1,0,0,0,0,0,0,0,1,2007 Jan 1,1/1/07,"Grade M, Becker S, Hummon AB, Wangsa D, Varma S, Simon R, Liersch T, Becker H, Difilippantonio MJ, Ghadimi BM, Ried T",Cancer Res,2,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17210685,0,,0,0,0,0,,1,1,1,0,0,0,0,1,1,2007 Jan 1,1/1/07,"Lock L, Letamendia A, Gorska AE, Gryfe R, Gallinger S, Moses HL, Attisano L",Cancer Res,3,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17210693,0,,0,0,0,0,,1,1,1,0,0,0,0,1,1,2007 Jan 1,1/1/07,"Nakamura T, Fidler IJ, Coombes KR",Cancer Res,2,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17234769,0,,0,0,0,0,,1,0,0,0,0,0,0,0,1,2007 Jan 15,1/1/07,"West AN, Neale GA, Pounds S, Figueredo BC, Rodriguez Galindo C, Pianovski MA, Oliveira Filho AG, Malkin D, Lalli E, Ribeiro R, Zambetti GP",Cancer Res,0,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17234778,0,,0,0,0,0,,1,1,1,0,0,0,0,1,1,2007 Jan 15,1/1/07,"Cho SD, Yoon K, Chintharlapalli S, Abdelrahim M, Lei P, Hamilton S, Khan S, Ramaiah SK, Safe S",Cancer Res,1,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17227853,0,,0,0,0,0,,0,1,0,1,0,0,0,0,0,2007 Jan 23,1/1/07,"Tan K, Shlomi T, Feizi H, Ideker T, Sharan R",Proc Natl Acad Sci U S A,4,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17227867,0,,0,0,0,0,,1,1,1,0,0,0,0,0,1,2007 Jan 23,1/1/07,"Ahmad S, Tang W, Chang Q, Qu Y, Hibshman J, Li Y, Willecke K, Chen P, Lin X",Proc Natl Acad Sci U S A,2,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17237218,0,,0,0,0,0,,0,0,0,0,0,1,0,0,0,2007 Jan 30,1/1/07,"Keurentjes JJ, Fu J, Terpstra IR, Garcia JM, van den Ackerveken G, Snoek LB, Peeters AJ, Vreugdenhil D, Koornneef M, Jansen RC",Proc Natl Acad Sci U S A,20,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17242365,0,,0,0,0,0,,0,1,1,0,0,0,0,0,1,2007 Jan 30,1/1/07,"Taganov KD, Boldin MP, Cheng G, Baltimore D",Proc Natl Acad Sci U S A,22,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17115035,0,,0,0,0,0,,1,0,0,0,0,0,0,1,0,2007 Jan,1/1/07,"Hansen A, Chen Y, Inman JM, Phan QN, Qi ZQ, Xiang CC, Palkovits M, Cherman N, Kuznetsov SA, Robey PG, Mezey E, Brownstein MJ",Nat Methods,0,15.478,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17283147,1,0,1,0,1,0,E-MIMR-11,1,0,0,0,0,0,0,0,1,2007 Feb 1,2/1/07,"Arance A, Kubitza L, Jat P, Ogilvie CM, Hart IR, Higgins CF, Raguz S",Cancer Res,0,7.672,1,E-MIMR-11,1,1,,,0,?Citation to other papers,TRUE,['17283147'],17283147,9/7/05,None,Ernesto Yague,Ernesto Yague,Homo sapiens,1,A-AFFY-34: Affymetrix GeneChip  Human Genome HG-U133B [HG-U133B],1,0,0,0,1
17307872,1,0,1,0,1,0,E-MEXP-936,0,0,0,0,0,0,0,0,0,2007 Feb 20,2/1/07,"Lundgren M, Bernander R",Proc Natl Acad Sci U S A,8,9.598,0,E-MEXP-936,1,1,,,0,no_citation,TRUE,['17307872'],17307872,12/7/07,None,Magnus Lundgren,Magnus Lundgren,Sulfolobus acidocaldarius,24,A-MEXP-610: KTH Sulfolobus v10,1,0,0,0,1
17101797,1,0,1,0,0,0,http://mcb.asm.org/cgi/content/full/27/4/1348/DC1,1,0,0,0,0,0,0,1,1,2007 Feb,2/1/07,"Ishida M, Miyamoto M, Naitoh S, Tatsuda D, Hasegawa T, Nemoto T, Yokozeki H, Nishioka K, Matsukage A, Ohki M, Ohta T",Mol Cell Biol,0,6.42,1,,0,1,,,0,,,,,,,,,Homo sapiens,,Affymetrix,0,0,1,0,1
17308088,1,0,1,0,0,0,UNC-MD-Experiment-Set-No_1741,1,0,0,0,0,0,0,1,1,2007 Feb 15,2/1/07,"Shields JM, Thomas NE, Cregger M, Berger AJ, Leslie M, Torrice C, Hao H, Penland S, Arbiser J, Scott G, Zhou T, Bear JE, Der CJ, Kaufmann WK, Rimm DL, Sharpless NE",Cancer Res,5,7.672,1,,0,1,,,0,,,,,,,,,Homo sapiens,,Other,0,0,0,1,1
17360660,1,0,1,0,0,0,www3.mdanderson.org/~genomics/sarcoma_data_matrix_for_supplemental.zip,1,0,0,0,0,0,0,0,1,2007 Feb 27,2/1/07,"Price ND, Trent J, Cogdell D, Taylor E, Hunt KK, Pollock RE, Hood L, Shmulevich I, Zhang W",Proc Natl Acad Sci U S A,7,9.598,0,,0,1,,,0,,,,,,,,,Homo sapiens,,Other,0,0,0,1,1
17023574,1,1,1,1,0,0,"GSE2658,GSE5900",1,0,0,0,0,0,0,0,1,2007 Feb 15,2/1/07,"Zhan F, Barlogie B, Arzoumanian V, Huang Y, Williams DR, Hollmig K, Tricot G, van Rhee F, Zangari M, Dhodapkar M, Shaughnessy JD Jr",Blood,6,10.896,1,GSE2658,1,1,"[u'16688228', u'16728703', u'17023574']",[u'17023574'],1,,TRUE,['17023574'],17023574,1-Jun-06,13-May-05,Shaughnessy Jr. John,Shaughnessy JD,Homo sapiens,559,GPL570: [HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array,1,1,0,0,1
17308126,1,1,1,1,0,0,GSE2774,0,1,1,0,0,0,1,0,1,2007 Feb 15,2/1/07,"Lin KY, Lu D, Hung CF, Peng S, Huang L, Jie C, Murillo F, Rowley J, Tsai YC, He L, Kim DJ, Jaffee E, Pardoll D, Wu TC",Cancer Res,0,7.672,1,GSE2774,1,1,[u'17308126'],[u'17308126'],1,,TRUE,['17308126'],17308126,6-Dec-05,6-Jun-05,Ken-Yu Lin,Lin K,Mus musculus,8,GPL1261: [Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array,1,1,0,0,1
17360665,1,1,1,1,0,0,"GSE3849,GSE3850",0,1,1,0,0,0,0,0,0,2007 Feb 27,2/1/07,"Curtis AM, Cheng Y, Kapoor S, Reilly D, Price TS, Fitzgerald GA",Proc Natl Acad Sci U S A,3,9.598,0,GSE3849,1,1,[u'17360665'],[u'17360665'],1,,TRUE,['17360665'],17360665,16-Dec-06,16-Dec-05,Radu Daniel Rudic,Curtis AM,Mus musculus,10,GPL1261: [Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array,1,1,0,0,1
17360665,1,1,1,1,0,0,"GSE3849,GSE3850",0,1,1,0,0,0,0,0,0,2007 Feb 27,2/1/07,"Curtis AM, Cheng Y, Kapoor S, Reilly D, Price TS, Fitzgerald GA",Proc Natl Acad Sci U S A,3,9.598,0,GSE3850,1,1,[u'17360665'],[u'17360665'],1,,TRUE,['17360665'],17360665,16-Dec-06,16-Dec-05,Radu Daniel Rudic,Curtis AM,Mus musculus,9,GPL1261: [Mouse430_2] Affymetrix Mouse Genome 430 2.0 Array,1,1,0,0,1
17023574,1,1,1,1,0,0,"GSE2658,GSE5900",1,0,0,0,0,0,0,0,1,2007 Feb 15,2/1/07,"Zhan F, Barlogie B, Arzoumanian V, Huang Y, Williams DR, Hollmig K, Tricot G, van Rhee F, Zangari M, Dhodapkar M, Shaughnessy JD Jr",Blood,6,10.896,1,GSE5900,1,1,[u'17023574'],[u'17023574'],1,,TRUE,['17023574'],17023574,6-Oct-06,21-Sep-06,Shaughnessy Jr. John,Shaughnessy JD,Homo sapiens,78,GPL570: [HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array,1,1,0,0,1
17296934,1,1,1,1,0,0,GSE6004,1,0,0,0,0,0,0,1,1,2007 Feb 20,2/1/07,"Vasko V, Espinosa AV, Scouten W, He H, Auer H, Liyanarachchi S, Larin A, Savchenko V, Francis GL, de la Chapelle A, Saji M, Ringel MD",Proc Natl Acad Sci U S A,2,9.598,0,GSE6004,1,1,[u'17296934'],[u'17296934'],1,,TRUE,['17296934'],17296934,11-Oct-06,10-Oct-06,Sandya Liyanarachchi,Vasko V,Homo sapiens,18,GPL570: [HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array,1,1,0,0,1
17166848,1,1,1,1,0,0,GSE6136,1,1,1,0,0,0,0,0,1,2007 Feb 16,2/1/07,"Lenburg ME, Sinha A, Faller DV, Denis GV",J Biol Chem,1,5.581,1,GSE6136,1,1,[u'17166848'],[u'17166848'],1,,TRUE,['17166848'],17166848,28-Oct-06,25-Oct-06,Marc E. Lenburg,Lenburg ME,Mus musculus,26,GPL8321: [Mouse430A_2] Affymetrix Mouse Genome 430A 2.0 Array,1,1,0,0,1
17110430,0,,0,0,0,0,,1,1,0,0,0,0,0,0,1,2007 Feb,2/1/07,"Sherwin JR, Sharkey AM, Cameo P, Mavrogianis PM, Catalano RD, Edassery S, Fazleabas AT",Endocrinology,0,5.045,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17122083,0,,0,0,0,0,,1,1,1,0,0,0,0,1,0,2007 Feb,2/1/07,"Adamo ML, Marmolejos V, Churchill GA, Shockley KR, Reid IR, Grey A, Rosen CJ",Endocrinology,4,5.045,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17068196,0,,0,0,0,0,,0,1,1,0,0,0,0,1,1,2007 Feb,2/1/07,"Clines GA, Mohammad KS, Bao Y, Stephens OW, Suva LJ, Shaughnessy JD Jr, Fox JW, Chirgwin JM, Guise TA",Mol Endocrinol,0,5.337,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17255321,0,,0,0,0,0,,0,1,1,0,1,0,0,0,1,2007 Feb,2/1/07,"Roche JK, Keepers TR, Gross LK, Seaner RM, Obrig TG",Am J Pathol,0,5.487,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,0
17095510,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Feb 9,2/1/07,"Stojadinovic O, Lee B, Vouthounis C, Vukelic S, Pastar I, Blumenberg M, Brem H",J Biol Chem,3,5.581,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17135251,0,,0,0,0,0,,0,1,1,0,0,0,0,0,1,2007 Feb 2,2/1/07,"Pyott SJ, Meredith AL, Fodor AA, Yamoah EN, Aldrich RW",J Biol Chem,2,5.581,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17237411,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,2007 Feb 1,2/1/07,"Jordan MA, Fletcher JM, Pellicci D, Baxter AG",J Immunol,1,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17237439,0,,0,0,0,0,,0,1,1,0,0,0,0,0,1,2007 Feb 1,2/1/07,"Beaty SR, Rose CE Jr, Sung SS",J Immunol,4,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17277136,0,,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Feb 15,2/1/07,"Oved K, Ziv O, Noy R, Novak H, Makler O, Galit D, Keren S, Segal D, Amariglio N, Rechavi G, Reiter Y",J Immunol,1,6.068,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17101774,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,2007 Feb,2/1/07,"Abruzzi K, Denome S, Olsen JR, Assenholt J, Haaning LL, Jensen TH, Rosbash M",Mol Cell Biol,2,6.42,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17101777,0,,0,0,0,0,,0,0,0,1,0,0,0,0,0,2007 Feb,2/1/07,"Lahav R, Gammie A, Tavazoie S, Rose MD",Mol Cell Biol,3,6.42,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17308118,0,,0,0,0,0,,1,0,0,0,0,0,0,0,1,2007 Feb 15,2/1/07,"Lu C, Bonome T, Li Y, Kamat AA, Han LY, Schmandt R, Coleman RL, Gershenson DM, Jaffe RB, Birrer MJ, Sood AK",Cancer Res,1,7.672,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17360662,0,,0,0,0,0,,0,1,1,0,0,0,0,1,0,2007 Feb 27,2/1/07,"Kato M, Zhang J, Wang M, Lanting L, Yuan H, Rossi JJ, Natarajan R",Proc Natl Acad Sci U S A,7,9.598,0,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17018853,0,,0,0,0,0,,0,1,1,0,0,0,0,0,1,2007 Feb 1,2/1/07,"Longman RS, Braun D, Pellegrini S, Rice CM, Darnell RB, Albert ML",Blood,3,10.896,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17018861,0,,0,0,0,0,,1,0,0,0,0,0,0,0,0,2007 Feb 1,2/1/07,"Ehrchen J, Barczyk K, Tenbrock K, Nacken W, Eisenacher M, Nordhues U, Sorg C, Roth J",Blood,1,10.896,1,,0,0,,,0,,,,,,,,,,,,0,0,0,0,1
17360330,1,1,1,0,1,0,E-TABM-231,1,0,0,0,0,0,0,1,1,2007 Mar 20,3/1/07,"Kwon YS, Hutt KR, Cheng CS, Jin M, Liu D, Benner C, Wang D, Ye Z, Bibikova M, Fan JB, Duan L, Glass CK, Rosenfeld MG, Fu XD",Proc Natl Acad Sci U S A,12,9.598,0,E-MEXP-984,1,1,['17360330'],['17360330'],1,,FALSE,,17360330,3/1/07,None,Kasey Hutt,Kasey Hutt,Homo sapiens,12,A-MEXP-651: Fu H. sapiens Human Promoter DSL 20k v1,1,0,0,0,1
17360330,1,1,1,0,1,0,E-TABM-231,1,0,0,0,0,0,0,1,1,2007 Mar 20,3/1/07,"Kwon YS, Hutt KR, Cheng CS, Jin M, Liu D, Benner C, Wang D, Ye Z, Bibikova M, Fan JB, Duan L, Glass CK, Rosenfeld MG, Fu XD",Proc Natl Acad Sci U S A,12,9.598,0,E-TABM-231,1,1,['17360330'],['17360330'],1,,TRUE,['17360330'],17360330,3/1/07,None,Kasey Hutt,Kasey Hutt,Homo sapiens,8,A-MEXP-525: Illumina HumanRef-8 v1 Expression BeadChip,1,0,0,0,1
17372200,1,1,1,0,1,0,E-MEXP-854,1,0,0,0,0,0,0,1,0,2007 Mar 27,3/1/07,"Lindecke A, Hatzmann W, Kaltschmidt C, Dittmar T",Proc Natl Acad Sci U S A,0,9.598,0,E-MEXP-854,1,1,['17372200'],['17372200'],1,,TRUE,['17372200'],17372200,1/22/07,None,Thomas Dittmar,Thomas Dittmar,Homo sapiens,20,A-MEXP-221: uwh_cDNA_human,1,0,0,0,1
17077326,1,1,0,0,0,0,,1,0,0,0,0,0,0,1,1,2007 Mar 1,3/1/07,"Lamant L, Duplantier MM, Rickman DS, Sabourdy F, Giuriato S, Gaulard P, Espinos E, Delsol G",Blood,5,10.896,1,E-TABM-117,1,1,['17077326'],['17077326'],1,,FALSE,,17077326,7/9/06,None,Fabien Petel,Fabien Petel,Homo sapiens,37,A-AFFY-33: Affymetrix GeneChip  Human Genome HG-U133A [HG-U133A],1,0,0,0,1
17182623,1,0,1,0,1,0,E-MEXP-560,1,0,0,0,0,0,0,0,0,2007 Mar 9,3/1/07,"Abdallah BM, Boissy P, Tan Q, Dahlgaard J, Traustadottir GA, Kupisiewicz K, Laborda J, Delaisse JM, Kassem M",J Biol Chem,0,5.581,1,E-MEXP-560,1,1,,,0,no_citation,TRUE,['17182623'],17182623,2/15/06,None,Basem Abdallah,Basem Abdallah,Homo sapiens,6,A-AFFY-37: Affymetrix GeneChip  Human Genome U133A 2.0 [HG-U133A_2],1,0,0,0,1
17158205,1,0,1,0,0,0,https://caarraydb.nci.nih.gov/caarray/publicExperimentDetailAction.do?expId=1015897590892008,0,1,1,0,0,0,0,1,1,2007 Mar,3/1/07,"Huh JI, Qiu TH, Chandramouli GV, Charles R, Wiench M, Hager GL, Catena R, Calvo A, LaVallee TM, Desprez PY, Green JE",Endocrinology,1,5.045,1,,0,1,,,0,,,,,,,,,Mus musculus,,Affymetrix,0,0,0,1,0
17194750,1,0,1,0,0,0,http://mcb.asm.org/cgi/content/full/27/5/1859/DC1,1,0,0,0,0,0,0,1,1,2007 Mar,3/1/07,"Kulshreshtha R, Ferracin M, Wojcik SE, Garzon R, Alder H, Davuluri R, Liu CG, Croce CM, Negrini M, Calin GA, Ivan M",Mol Cell Biol,8,6.42,1,,0,1,,,0,,,,,,,,,Homo sapiens,,Other,0,0,1,0,1
17105813,1,0,1,1,0,0,GSE2658,1,0,0,0,0,0,0,0,1,2007 Mar 15,3/1/07,"Shaughnessy JD Jr, Zhan F, Burington BE, Huang Y, Colla S, Hanamura I, Stewart JP, Kordsmeier B, Randolph C, Williams DR, Xiao Y, Xu H, Epstein J, Anaissie E, Krishna SG, Hollmig K, Mohiuddin A, Tricot G, van Rhee F, Sawyer J, Alsayed Y, Walker R, Zangari M, Crowley J, Barlogie B",Blood,7,10.896,1,GSE2658,1,1,"[u'16688228', u'16728703', u'17023574']",[u'17023574'],0,PMID_to_another_paper_same_authors,TRUE,['17023574'],17023574,1-Jun-06,13-May-05,Shaughnessy Jr. John,Shaughnessy JD,Homo sapiens,559,GPL570: [HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array,1,0,0,0,1
17339462,1,0,1,1,0,0,GSE2770,1,0,0,0,0,0,0,1,1,2007 Mar 15,3/1/07,"Lund RJ, Naumanen T, Dixon C, Chen Z, Ahlfors H, Tuomela S, Tahvanainen J, Scheinin J, Henttinen T, Rasool O, Lahesmaa R",J Immunol,1,6.068,1,GSE2770,1,1,[u'14607935'],,0,PMID_to_prev_paper_by_same_authors,TRUE,['17339462'],17339462,1-Sep-05,6-Jun-05,Riikka Johanna Lund,Lund RJ,Homo sapiens,102,GPL96: [HG-U133A] Affymetrix Human Genome U133A Array,0,1,0,0,1
